,french,wolof
517,Il m'a vu moi !,Gis na ma man !
518,"Il ne te parle pas, à toi !",Waxu la yaw !
519,"Te voilà debout, ici.",Yaa ŋgi tawax.
520,Nous voilà assis,Ñu ŋgi toog
521,Le voilà assis là-bas.,Ma ŋgii toog.
522,"Le voilà, là-bas, qui s'en va",Mu ŋgooguu di dem
523,"Les voilà, là-bas.",Ñu ŋgoogee.
524,"Te voilà, là.",Yaa ŋgoogule.
525,"Ceux-là, les voilà.","Ñoonu, ñu ŋgii."
526,"Moi, me voilà.","Man, maa ŋgi."
527,"L'homme, le voilà.",Góor gi mi ŋgi.
528,"L'homme, le voilà.",Góor gaa ŋgi.
529,En voilà un.,Kenn a ŋgi.
530,En voilà un autre.,Keneen a ŋgi.
531,En voilà d'autres.,Ñeneen a ŋgi.
532,Me voilà parti.,Ma ŋgii dem.
533,C'est moi qui pars.,Maa dem.
534,"Sur ces entrefaites, moi, je quittais.","Noonu, man, më dem."
535,"Te voila, tu as été","Yaa ŋgi, dem ŋga"
536,Dis à l'homme de partir !,Waxal góor gi mu dem !
537,Dis à l'homme qu'il parte !,Waxal góor gi mu dem !
538,Dis à d'autres de partir !,Waxal ñeñeen ñu dem !
539,Qu'il parte ?,Mu dem ?
540,"Sur ces entrefaites, je partis.",Noonu ma dem.
541,C'est ce que nous avons dit.,Li ñu wax la.
542,C'est là que vous seriez allés.,Fi ŋgeen demkoon la.
543,Que je ne parte pas !,Bu më dem !
544,Ne pars pas !,Bul dem !
545,Ne partons pas !,Bu ñu dem !
546,Ne partez pas !,Buleen dem !
547,Qu'ils ne partent pas !,Bu ñu dem !
548,Celles-ci !,Yooyuu !
549,"Ceux-là, il ne les apprécie guère !",Yooyale deey bëggu leen !
550,"Ceux-là, il ne les apprécie pas !",Yooyale deey bëggu leen !
551,Tu as vu qui ?,Gis ŋga kan ?
552,Qui est parti ?,Ku dem ?
553,Lesquels ont fui ?,Yu daw ?
554,Afin que parte qui ?,Ndax kan dem ?
555,Afin que parte ?,Ndax kan dem ?
556,Afin que qui parte ?,Ndax kan dem ?
557,Lesquels sont arrivés ?,Yan ñoo yeksi ?
558,Tu as vu qui ?,Daŋga gis kan ?
559,Quel homme as-tu vu ?,Daŋga gis kan ?
560,Lequel as-tu vu ?,Jan ŋga gis?
561,Nul n'est venu.,Kenn nëwul.
562,Aucun autre n'est parti.,Keneen demul.
563,L'homme n'en a pas vu un autre.,Góor gi gisul meneen.
564,Il n'en a pas vu d'autres.,Gisul yeneen.
565,Où est l'eau que tu avais puisée ?,Ana ndox mi ŋga duyóon ?
566,Le tout s'est renversé.,Lépp tuuru na.
567,Le tout est épuisé.,Lépp jeex na.
568,Tous ceux-là doivent partir !,"Ñooñu, ñépp dañuy dem !"
569,Je cherche celui qui s'est échappé.,Benn bi rëcc laay seet.
570,Je cherche celui l'un qui s'est échappé.,Benn bi rëcc laay seet.
571,C'est celui-là que je te donne.,Benn boobule laa la may.
572,C'est celui-là celui-là l'un que je te donne.,Benn boobule laa la may.
573,Surveille-moi ceux-là !,Seetal ma ñenn ñuu !
574,Surveille-moi les-uns que voilà !,Seetal ma ñenn ñuu !
575,Lequel n'as-tu pas vu ?,Benn ban ŋga gisul ?
576,L'un lequel n'as-tu pas vu ?,Benn ban ŋga gisul ?
577,Prends l'un !,Fabal benn bii bépp !
578,Prends l'un en entier !,Fabal benn bii bépp !
579,Converser avec lequel ?,Waxtaan ak kenn kan ?
580,Converser avec l'un lequel ?,Waxtaan ak kenn kan ?
581,Prends celui-là en entier !,Fabal benn boobu bépp !
582,Il a vu l'autre.,Gis na keneen ki.
583,Cet autre-là est un ami à lui.,Keneen kookale xaritam la.
584,Qui d'autre veut partir ?,Keneen kan moo bëgg dem ?
585,"N'importe lequel, qui s'échappe",Mépp mu rëcc
586,Lesquels as-tu vus ?,Ñépp ñan ŋga gis ?
587,Tous lesquels as-tu vus ?,Ñépp ñan ŋga gis ?
588,Un seul est arrivé,Menn doon na ñëw
589,J'ai vu celui-là.,Gis naa kooku woon.
590,"J'ai vu celui-là, auparavant.",Gis naa kooku woon.
591,J'ai vu ceux-là.,Gis naa ñooñale woon.
592,"J'ai vu ceux-là, auparavant.",Gis naa ñooñale woon.
593,J'ai vu celui en question.,Gis naa ki woon.
594,"J'ai vu celui en question, auparavant.",Gis naa ki woon.
595,J'ai vu celui-là.,Gis naa ka woon.
596,J'ai vu celui dont il fut question.,Gis naa ka woon.
597,L'un est parti,Kenn ki woon dem na
598,"L'un, dont il fut question, est parti",Kenn ki woon dem na
599,J'ai vu l'autre.,Gis na keneen ki woon.
600,"J'ai vu l'autre, dont il fut question.",Gis na keneen ki woon.
601,C'est celui-là !,Kooku la !
602,Celui-là !,Kooku la !
603,Celui-là c'est !,Kooku la !
604,Tu es un autre.,Keneen ŋga.
605,"Autre, tu es.",Keneen ŋga.
606,"Un autre, tu es.",Keneen ŋga.
607,Il s'agit d'autres.,Ñeñeen lañu.
608,Il sont d'autres.,Ñeñeen lañu.
609,"Autres, ils sont.",Ñeñeen lañu.
610,Il est unique.,Menn la.
611,"Un, il est.",Menn la.
612,Vous êtes ceux-là.,Ñooñu ŋgeen.
613,Il s'agit d'autres.,Ñeneen lañu.
614,"Autres, ils sont.",Ñeneen lañu.
615,Ce sont d'autres.,Ñeneen la.
616,Qui sont-ils ?,Ñan lañu ?
617,Qui sont-ce ?,Ñan la ?
618,Qui est-ce ?,Ñan la ?
619,Qui est-ce ?,Kan la ?
620,Mais c'est celui-ci.,Mu di kii.
621,Mais c'était celui-là.,Mu doon kookee.
622,Ce n'est personne.,Du kenn.
623,Ce n'est pas l'autre.,Du keneen ki.
624,Tu es qui ?,Ya di kan ?
625,Pour qui te prends-tu ?,Ya di kan ?
626,Mais ce sont les autres.,Mu di ñeneen ñi.
627,Comment ?,Fan ?
628,De quelle manière ?,Fan ?
629,De quelle manière ?,Naan ?
630,Comment ?,Naan ?
631,Où vas-tu ?,Fan ŋga jëm ?
632,Comment vas-tu ?,Nan ŋga def ?
633,Agis d'une autre manière !,Defal neneen !
634,Cherche autre chose !,Wutël leneen !
635,Fouille tout endroit !,Xolal fépp !
636,Fouille en tout lieu !,Xolal fépp !
637,Fouille toute la place !,Xolal fépp !
638,Prends tout !,Jëlël lépp !
639,Prends la totalité !,Jëlël lépp !
640,Là-même où tu as été.,Foofu ŋga dem fu.
641,Là où tu as été là.,Foofu ŋga dem fu.
642,Là où tu as été.,Fi ŋga dem foofile.
643,Ce que tu as dit.,La ŋga wax la.
644,Tu as dit cela.,La ŋga wax la.
645,Ce que tu as dit.,Li ŋga wax loolu.
646,Tu as dit cela même.,Li ŋga wax loolu.
647,Cela que tu as fait.,Ni ŋga def noonu.
648,Cela même que tu as fait.,Ni ŋga def noonu.
649,Quoi ?,Lii lan ?
650,Cela quoi ?,Lii lan ?
651,Où ?,Foofee fan ?
652,Là-bas où ?,Foofee fan ?
653,Comment ?,Noonee nan ?
654,Ainsi comment ?,Noonee nan ?
655,De quelle manière ?,Noonee nan ?
656,Tout cela ?,Loolule lépp ?
657,Tout cet endroit-là ?,Foofule fépp ?
658,Quel autre ?,Leneen lan ?
659,Laquelle autre ?,Leneen lan ?
660,Quelle autre chose ?,Leneen lan ?
661,Cet autre lequel ?,Lenn loolule lan ?
662,Voilà ce qu'il est.,Loolu la.
663,Voilà ce qu'il en est.,Loolu la.
664,C'est là-bas.,Fee la.
665,C'était ainsi.,Noonu la woon.
666,Ainsi fut.,Noonu la woon.
667,Quel démon !,Moo di loola !
668,Quel être !,Moo di loola !
669,C'est qu'il s'agit d'autre chose.,Dafa di leneen.
670,C'est que c'est autre chose.,Dafa di leneen.
671,C'est autre chose.,Dafa di leneen.
672,"Et pourtant, j'ai été","Moontin, dem naa"
673,"Le lion n'a pas fui, pourtant.","Gaynde gi dawul, moontin."
674,"Et pourtant, les enfants sont venus","Moontin, xale yi ñëw nañu"
675,"Et pourtant, je l'ai vu","Moontin dey, gis naa ka"
676,"Et pourtant, il veut partir","Moontin nag, bëgg na dem"
677,Et pourtant ils se connaissent.,Te moontin xamante nañu.
678,"Dans ce cas, je pars","Bon nag, maa ŋgi dem"
679,"Dans ce cas, qu'il rentre","Bonag, dey mu ñibbi"
680,"Dans ce cas, fuis !","Kon nag, dàwul !"
681,"Alors, ne partez pas","Kon nag dey, buleen dem"
682,"Malheureusement, nul n'a été","Waaye, kenn demul"
683,"Du reste, nul n'ira","Waaye sax, kenn dafa dul dem"
684,"Malheureusement, les enfants ne veulent pas","Waaye nag, xale yi bëggunu"
685,"Mais, celui qu'il voit, meurt.","Waaye de, ku mu gis, ŋga de."
686,"Tu n'as pas été, non plus","Wante itam, demuloo"
687,"Mais, les enfants sont toute-fois méchants.","Wande it, xale yi dañu soxor."
688,"Mais, nul ne lui a prêté oreille.","Wande nag, kenn dégluwu ka."
689,"Mais, c'est tout le monde qui est rentré.","Moom daal, ñépp ñibbisi nañu."
690,"Ainsi donc, personne ne veut partir","Waaw nak, kenn bëggul dem"
691,"Eh bien, est-ce qu'il est parti ?","Waaw, waaw ndax dem na ?"
692,"Ainsi, nul ne parle","Moom nak, kenn du wax"
693,"Ainsi, l'homme ne veut pas partir","Ba, góor gi bëggul dem"
694,"Ainsi, ma mère n'a pu te voir","Ba nag, sama yaay fafu la gis"
695,Et tu n'as été nulle part ?,Te demuloo fenn ?
696,"D'ailleurs, on ne peut rien y voir.","Te nag, kenn manu fi gis dara."
697,"D'ailleurs, je m'en vais !","Te sax, ma ŋgii dem !"
698,"Et surtout, attends-moi !","Te kat, na ŋga ma nég !"
699,"Alors, l'homme se fâcha.","Foofu, góor gi mer."
700,"Alors, il se redressa.","Noonu, mu jog."
701,"Sur ces entrefaites, je me tus.","Noonu itam, ma noppi."
702,"Mais alors, je refusai de sortir","Noonu itam, ma bañ génn"
703,Qu'as-tu vu dehors ?,Loo gis ci biti
704,À qui parles-tu ?,Kooy waxal ?
705,Qui est-ce celui-ci ?,Ki kan la ?
706,Que veux-tu faire ?,Loo bëgg def ?
707,Tu pries pour quoi ?,Looy ñaan ?
708,Qui est venu ?,Ku ñëw ?
709,Qui a parlé ?,Ku wax ?
710,C'est bon ?,Neex na ?
711,Pouah !,Cam !
712,C'est bon ?,Baax na ?
713,Oh !,Ex !
714,Où est le Monsieur ?,Ana góor gi ?
715,Il est parti,Dem na
716,Regarde cet arbre !,Xoolal gii garab !
717,C'est un boabab.,Guy la.
718,Où est le maître de maison ?,Ana boroom kër gi ?
719,C'est celui-là.,Kile la.
720,Où vas-tu ?,Foo jëm ?
721,À l'intérieur.,Ci biir.
722,Où est NGor ?,Ana ŋgoor ?
723,NGor est parti.,Ŋgoor dem.
724,Mais NGor est parti.,Ŋgoor dem.
725,Qui as-tu vu ?,Koo gis ?
726,Qu'as-tu acheté ?,Loo jënd ?
727,Ce n'est pas un homme.,Du góor.
728,Où est l'homme ?,Ana góor gi ?
729,Qu'as-tu vu ?,Koo gis ?
730,Où est celui-là ?,Ana kooku
731,Que pleure-t-il ?,Lu muy jooy ?
732,Tu ne pars pas ?,Doo dem ?
733,Je pars,Dem naa
734,C'est vraiment un homme !,Nit la ci lu wér !
735,C'est un homme gentil !,Nit la ku baax !
736,Qui as-tu vu ?,Loo gis ?
737,L'homme qui est venu,Nit ki ñëw
738,Qui as-tu vu ?,Ko gis ?
739,Celui-là à l'intérieur.,Kooku ci biir.
740,De qui parles-tu ?,Koo wax ?
741,De cet autre qu'on appelle.,Keneen kookule muy woo.
742,Il est là à l'intérieur.,Mi ŋgi foofule ci biir.
743,Il est allé à l'intérieur.,Dem na ci biir.
744,Il veut que tu viennes,Bëgg na ŋga dem
745,Ngor peut-il partir ?,Ŋgor dem ?
746,L'homme peut-il aller à Rao ?,Góor gi dem Rao ?
747,Qui veut ce livre ?,Ku bëgg bii téere ?
748,Qui t'a donné ce livre ?,Ku la may bii téere ?
749,Qui est parti ?,Ku dem
750,Quel homme est parti ?,Góor gu dem
751,C'est lui qui est parti ?,Moo dem
752,L'homme est sain d'esprit.,Góor gi nit la.
753,L'homme est un Saint-Louisien.,Góor gi nitu Ndar la.
754,Cet homme n'est qu'intelligence.,Góor gi di xel doŋŋ.
755,Ces lieux sont de vastes étendues.,Berëb yi berëb yu yaa lañu.
756,"L'homme le voici, il est Saint-Louisien.","Góor gaa ŋgi, nitu Ndar la."
757,L'homme est unique.,Góor gi kenn la.
758,Celui-là c'est un autre,Kooku keneen la
759,L'endroit ce n'est pas par-là.,Berëb bi du foofu.
760,"Le voilà, il est unique en son genre.","Mi ŋgi, benn la ci ndàyam."
761,La réunion c'est à l'intérieur.,Ndaje mi ci biir la.
762,La réunion ce n'est pas après-demain ?,Ndaje mi du gannaaw ëlëk ?
763,"Espérer, c'est se nourrir d'illusion.","Yaakaar, nax sa bopp doŋŋ la."
764,Le Monsieur est parti,Góor gi dem
765,Il est parti,Mu dem
766,Mais il est parti,Mu dem
767,Voilà qu'il est parti,Ma ngii dem
768,Les gens en eussent été morts.,Góor ñi deekoon nanu.
769,C'est moi qui n'aurais pas été,Maa demulkoon
770,Homme n'a été,Góor demul
771,Un homme n'a été,Góor demul
772,Nul n'a été,Góor demul
773,Les moutons noirs seront retrouvés.,Xar yu ñuul dinañu feeñ.
774,C'est l'homme qui n'a pas été,Góor gi moo demulwoon
775,"Avoir été, eût été bon !","Dem, rafetoon na !"
776,L'aumône eut été une bonne chose !,Sarxe baaxkoon na !
777,Moi j'ai été,Man dem në
778,Moi-même je n'ai pas été,Man mii demuma
779,Celui-là n'est pas sain d'esprit !,Kooku du nit !
780,C'est moi qui ai été,Maa demoon
781,Voilà que j'aurais été,Më ŋgile demkoon
782,Nul n'a été,Kenn demul
783,Vous avez été,Yéen dem ŋgeen
784,Ceux-là n'iront pas,Ñooñii dunu demi
785,Aïe ! ne suffit pas pour qu'il lâche,Wóoy ! taxul mu yabbi
786,J'ai failli être dans l'obligation d'y aller.,Demkoon doon na ma fi war.
787,Je ne veux pas est une forme impolie !,Bëgguma du yar !
788,Un homme est parti,Góor dem na
789,Les hommes sont partis,Góor ñi dem nañu
790,Leur lion c'est un mouton.,Seen gaynde gi xar la.
791,Leurs lions c'est des moutons.,Seni gaynde yi ay xar lañu.
792,Homme et lion ne cohabitent.,Nit ag gaynde duñu dëkkóo.
793,Homme et lion ne cohabitent pas.,Nit ag gaynde duñu dëkkóo.
794,Homme et lion ne peuvent cohabiter ensemble.,Nit ag gaynde duñu dëkkóo.
795,Les travailleurs c'est toi et moi.,Liggéeykat yi man ag yaw la.
796,Les travailleurs c'est nous.,Liggéeykat yi ñun la.
797,Les travailleurs c'était les enfants.,Liggéeykat ya xale ya la woon.
798,C'est que je veux partir,Dama bëgg dem
799,C'est qu'il veut de l'argent.,Dafa bëgg xaalis.
800,C'est qu'il déteste l'impolitesse.,Dafa bañ rewande.
801,Il aime le chameau.,Bëgg na gëléem.
802,Il a vu un messager.,Gis na ndaw.
803,L'homme n'a pas vu cet enfant-là.,Góor gi gisul xale boobale woon.
804,Attends la belle jeune fille.,Négël xale bu rafet bi.
805,L'homme veut partir de temps à autre,Góor gi bëgg na di dem
806,Le maître souhaiterait avoir donné toute sa fortune pour pouvoir demander aujourd'hui l'aumône.,Sërin bi bëgg na mayewoon alalam ji ba mënkoon yalwaan tay.
807,L'homme craint d'avoir interrompu son jeûne par inadvertance.,Góor gi ragal na juubuwoon.
808,La femme regrette d'avoir eu une fortune.,Ndaw si réccu na amoon.
809,Je crains de lui avoir donné la clé,Ragal naa joxoon ka doom bi
810,L'homme aime celui-là.,Góor gi bëgg na kii.
811,L'homme a vu cet autre-là.,Góor gi gis na kookale.
812,Toi tu connais personne,Yaw xamuloo kenn
813,Cherche l'autre.,Seetal beneen bi.
814,L'homme affirme qu'il est là.,Góor gi nee mi ŋgi fi.
815,L'homme ne t'a pas vu,Góor gi gisu la
816,L'homme ne t'avait pas vu,Góor gi gisu la woon
817,L'homme t'avait vu,Góor gi gisóon na la
818,L'homme t'aurait vu,Góor gi giskoon na la
819,C'est l'homme qui ne t'a pas vu,Góor gi moo la gisul
820,L'homme te voit,Góor gi di la gis
821,L'homme te voyait,Góor gi daan na la gis
822,L'homme ne te voyait pas,Góor gi daawu la gis
823,L'homme t'eût vu,Góor gi giskoon na la
824,L'homme m'a dit : dehors !,Góor gi nee na ma : ci biti !
825,Mi ŋgi ci biti.,Waaji nee.
826,Dis : « woy » !,Nil : wóoy !
827,Crie !,Nil : wóoy !
828,L'homme de dire : fuyez !,Góor gi ni : dawleen !
829,Il a donné à la personne quelque chose.,Jox na nit ki dara.
830,Il a offert à l'homme de l'argent.,May na waa ji xaalis.
831,Il a confié à la femme une valise.,Deŋk na jigéen ji walis.
832,Il a dit à Moussa quelque chose.,Wax na Musa dara.
833,L'homme a fait un cadeau à Bathe.,Góor gi may na Bacc.
834,Donnes le livre à ce fils bien élevé !,Joxal téere bi doomu nit ku yaru kooku !
835,Confie la chose à l'un !,Deŋkël lëf li kenn ki !
836,Confie la chose à l'un d'eux !,Deŋkël lëf li kenn ki !
837,Confie la chose à l'un d'entre eux !,Deŋkël lëf li kenn ki !
838,Il t'a donné le morceau.,Jox na la dagit wi.
839,Il ne t'a pas prêté la plume,Abalu la xalima gi
840,Va leur chercher une barque !,Wutëli leen gaal !
841,Il t'avait remis la taxe,Joxoon na la juuti bi
842,Il ne t'avait pas remis la taxe,Joxu la woon juuti bi
843,Je ne le lui donnerai pas.,Duma ka ka jox.
844,Je n'avais pas été te le cueillir.,Wattaliwuma la ka woon.
845,Tu as vu quoi ?,Gis ŋga lan ?
846,Un lion dans la chambre !,Aw gaynde ci biir néeg bi !
847,Il a tant parlé que le voilà.,Wax na ba mi ŋgi.
848,Demande s'il est là !,Laajal ndax mi ŋgi fi !
849,Un lézard par là !,Sindax bi ci foofuu !
850,Quand l'as-tu vu ?,Kañ ŋga ka gis ?
851,Aujourd'hui dans la soirée.,Tay ci ŋgoon.
852,Tu veux quoi ?,Bëgg ŋga lan ?
853,Quand pars-tu ?,Kañ ñgay dem ?
854,"Aujourd'hui, le matin.","Tay, ci subë."
855,"Aujourd'hui, le matin.",Tay ci subë.
856,Où es-tu ?,Àna ŋga ?
857,Me voilà à l'extérieur.,Maa ŋgi ci biti.
858,Je suis dans la maison.,Maa ŋgi ci bir kër gi.
859,Qui cherches-tu ?,Kooy set ?
860,Celui qui est en haut !,Kenn ki ci kaw !
861,C'est un homme pour quelles raisons ?,Nit la ci lan ?
862,C'est un homme âgé de par ses années.,Mag la ndax iy atam.
863,Il l'a battu à telle enseigne qu'il est là.,Dóor na ka ba mi ŋgi.
864,Il l'a battu à tel point qu'il est là.,Dóor na ka ba mi ŋgi.
865,C'est celui-là à l'intérieur.,Kookule la ci biir.
866,C'est celui-là qui est dehors.,Kookule la ci biti.
867,Que veux-tu ?,Loo bëgg ?
868,Avoir pu aller jusqu'à Saint-Louis.,Demoon ba Ndar.
869,J'ai été jusqu'à Saint-Louis.,Dem naa ba Ndar.
870,"Je l'ai appelé, aussi est-il là","Woo naa ka, ba mi ŋgi"
871,Il est venu à cause de toi.,Dikk na ndax yaw.
872,Il n'a rien dit à cause de l'homme.,Waxul ndax góor gi.
873,Ce n'est pas gentil pour l'autre.,Ñaaw na ndax keneen ki.
874,Aie de la pudeur pour ces femmes !,Rusël ndax jigeen ñi !
875,Il est mal élevé comme un gosse.,Dafa reew na xaleel.
876,Habille-toi en garçon !,Solul na góor !
877,Tu n'es pas aussi modeste que ta mère.,Wayafuloo na sa nday ji.
878,Fais comme tes pairs !,Defal naka sa moroom yi !
879,Tu es paresseuse comme cet autre-là.,Daŋga tayal naka keneen kee.
880,Vous êtes aussi avares qu'eux !,Daŋgeen bëggé naka ñoom !
881,Il lui a donné à cause de toi.,May na ka ŋgir yaw.
882,"Laisse-moi de grâce, au nom de Dieu !",Bayyi ma ŋgir yalla !
883,Aide-les à cause de ceux-là !,Dimëlé leen ŋgir ñooñe !
884,J'ai vu les enfants sauf toi.,Gis naa xale yi gannaaw yaw.
885,L'homme est allé à l'intérieur.,Góor gi dem na ci biir.
886,Parle au sujet de ceux-ci !,Waxal ci ñii !
887,Ne fais pas partie de ceux-là !,Bul bàkk ci ñooñu !
888,Va jusqu'à lui !,Demal ci moom !
889,Il ne s'est pas mêlé à eux.,Dogul cu seen biir.
890,Il ne dit rien de cela.,Waxul cu li dara.
891,Tu n'avais pas été à l'intérieur,Demuloowoon ca biir
892,Tu n'avais rien dit de cela !,Waxuloowoon ca loola dara !
893,Il est parti ce matin.,Dem na ca subë.
894,Attends jusqu'à demain !,Negal ba ëlëk !
895,Va jusqu'à demain !,Demal ba subë !
896,Monte jusqu'ici !,Yéegël ba fii !
897,J'ai été jusqu'à lui.,Dem naa ba ci moom.
898,J'ai travaillé jusqu'au soir.,Liggéey naa ba ci ŋgoon.
899,Sois poli !,Àndal ak yar !
900,Sois avec politesse !,Àndal ak yar !
901,Parle avec ceux-là !,Waxal ak ñooñule !
902,Redresse-le avec un baton !,Jubënti ko ak bant !
903,Il y amena un mouton pour l'homme.,Yobul na fi góor gi xar.
904,L'homme y est magnifique !,Waa ji gor la fi !
905,Les gosses y furent formidables !,Xale ya mbër lañu fa woon !
906,Il y est.,Mi ŋgi fi.
907,Il est là.,Ma ŋgoogule foofu.
908,"Le voilà, là.",Ma ŋgoogule foofu.
909,Le roi est souverain ici.,Buur bi buur la fii.
910,Le prétendant n'y est pas roi.,Bumi bi du fi buur.
911,"L'homme qui a été là-bas, où est-il ?","Góor gi dem fee, ana mu ?"
912,Que souhaitais-tu ?,Là bëggóon ?
913,Y avoir été,Demoon fôfu
914,Voyager demain,Tukki ëlëk
915,Il est parti il y a un instant.,Demna saŋx.
916,L'homme n'est pas venu.,Góor gi rekk a ñëwul.
917,Seul l'homme n'est pas venu.,Góor gi rekk a ñëwul.
918,Un homme de bien ne ment pas !,Góor dëgg du fen !
919,Un homme tout simplement ne saurait l'effrayer.,Nit doŋŋ tiitëlu ko.
920,J'irai aujourd'hui !,Tay danaa dem !
921,Parle avec Samba seulement !,Waxal ag Samba rekk !
922,Vois Moussa simplement !,Gisal Musaa doŋŋ !
923,Mets de l'ordre à l'intérieur seulement !,Defaral ci biir rekk !
924,Moussa seulement !,Musaa rekk !
925,À l'intérieur tout simplement !,Ci biir doŋŋ !
926,Tu es un mortel tout simplement !,Nit rekk ŋga !
927,Vous êtes des hommes tout simplement !,Góor doŋŋ ŋgeen !
928,Celui-là n'est pas venu seul.,Kooku rekk ñëwul.
929,Cela seulement ne suffit pas,Loolu doŋŋ doyul
