french_corpus,wolof_corpus
"Mais cette dimension que je donne n'a aucun sens : la première ville administrative était Abakaliki, à quatre heures de route, et pour y arriver il fallait traverser la rivière Aiya en bac, puis une épaisse forêt.","Naataangoom ba ko gënoon a jegee nga woon lu tollook juróom-benn-fukki kilomet. Waaye dayo gii ma joxe sax amul solo : ngir àgg Abaakiliki, daan nga dawal ñeenti waxtu, jël bag mu jàllale la dexug Ayaa nga sog a song ab àll bu lëndëm këruus."
"L'autre résidence d'un D.O. était à la frontière du Cameroun français, à Obudu, au pied des collines où habitaient encore les gorilles.","Beneen kërug « District Officer » a nga woon Kamerun ga Farañse yi yilifoon, ca Óbudu, ca taatu tund ya ay dàngin dëkkoon."
"À Ogoja, mon père était responsable du dispensaire (un ancien hôpital religieux délaissé par les sœurs), et le seul médecin au nord de la province de Cross River.",Baay a yilifoon dispañseeru Ogosaa ba ay jigéeni kër-làbbe ubbi woon ay ati-at ca ginnaaw. Te it moom kott a doon fajkat ca bëj-gànnaaru Koros Riwër.
"Là, il faisait tout, comme il l'a dit plus tard, de l'accouchement à l'autopsie.","Moo fa daan def lépp, di faj, di rewle, ku faatu yit mu ubbi la seet lu la faat."
"Nous étions, mon frère et moi, les seuls enfants blancs de toute cette région.",Maak sama mag ju góor kott ñoo doon i doomi tubaab ca diiwaan boobu yépp.
Nous n'avons rien connu de ce qui a pu fabriquer l'identité un peu caricaturale des enfants élevés aux « colonies ».,"Waaye dunu woon liy bindkat yu siiw tudde ay « doomi-tubaabi-Afrig », di leen kókkali."
"Si je lis les romans « coloniaux » écrits par les Anglais de cette époque, ou de celle qui a précédé notre arrivée au Nigeria – Joyce Cary, par exemple, l'auteur de Missié Johnson –, je ne reconnais rien.","Jàng naa Misiye Jonson, bu Jooys Kari, di fentaakon bu fekk baax Àngalteer, te gisuma ci benn yoon sama bopp."
"Si je lis William Boyd, qui a passé lui aussi une partie de son enfance dans l'Ouest africain britannique, je ne reconnais rien non plus : son père était D.O. (à Accra au Ghana, me semble-t-il). Je ne sais rien de ce qu'il décrit, cette lourdeur coloniale, les ridicules de la société blanche en exil sur la côte, toutes les mesquineries auxquelles les enfants sont particulièrement attentifs, le dédain pour les indigènes, dont ils ne connaissent que la fraction des domestiques qui doivent s'incliner devant les caprices des enfants de leurs maîtres, et surtout cette sorte de coterie dans laquelle les enfants de même sang sont à la fois réunis et divisés, où ils perçoivent un reflet ironique de leurs défauts et de leurs mascarades, et qui forme en quelque sorte l'école de la conscience raciale qui supplée pour eux à l'apprentissage de la conscience humaine – je puis dire que, Dieu merci, tout cela m'a été complètement étranger.","Téerey Wilyaam Booyd yi, naka noonu. Mbirum Booyd moo gën a yéeme ndax, su ma juumulee, baayam « District Officer » la woon ca Ganaa, mu màggee Afrig ni man. Waaye moom kókkalee ko gënoon a soxal. Afrigu Tubaab yi gàddaay wutsi tefes gi, te tàngaay bi disaal seen xel ak seen yaram, jotewul tus ak Afrig ga ma màgge. Gisuma fay nit ñu weex yuy wujje ci seen biir, di ŋàññante. Bokkuma woon ci doomi-Tubaab yu xamadi yooyu, am i surga yu leen di jaamu, ñu jàppe képp ku weexul ni bàyyima, rawati-na mbindaan yeek bóoyi kër gi. Yàlla baax na ba xàjj-ak-seen masumaa tax a xalat ne nit ku weexul ni man mënoo nite."
"Nous n'allions pas à l'école. Nous n'avions pas de club, pas d'activités sportives, pas de règle, pas d'amis au sens que l'on donne à ce mot en France ou en Angleterre.","Jamono ja nu dëkke Afrig, dunu xéy dem lekool te it bokkunu ci benn mbootaayu tàggat yaram. Ci gàttal, lu ñu neex def, amul benn sàrt bu nu war a topp te kenn duñu ni tooy na mbaa wow na. Ni ma ko waxe sànq, daan nanu fo ak sunuy maas. Wànte kenn ci ñoom doonul woon sunu xarit, suñ sukkandikoo ci li baat boobu tekki fii ci Tugal."
"Le souvenir que je garde de ce temps pourrait être celui passé à bord d'un bateau, entre deux mondes.","Nun daal, dañoo meloon ni ñu caŋ ci biir gaal gu tag diggante ňaari àddina."
"Si je regarde aujourd'hui la seule photo que j'ai conservée de la maison d'Ogoja (un cliché minuscule, le tirage 6 x 6 courant après la guerre), j'ai du mal à croire qu'il s'agit du même lieu : un grand jardin ouvert, où poussent en désordre des palmiers, des flamboyants, traversé par une allée rectiligne où est garée la monumentale Ford V 8 de mon père.","Nataalu këru Ogosaa gi ma dese, bu tuutee-tuuti la. Tóokër bu yaatu bi, ndeysaan…Garabi-tiir yeek garabi mbër yi…Yoon wii Baay daan gaare wotoom, W8 bu réy a réy ba. Saa yu ma xoolee bile nataal, fàww ma ni ci sama xel : ndax ci dëgg-dëgg fii laa dëkkoon ? Manumaa nangu ba tey ne benn béréb bi la."
"Une maison ordinaire, avec un toit de tôle ondulée et, au fond, les premiers grands arbres de la forêt.","Këru kese ak sengam gu ami nóox-nóox, àll bu xonq bi wër ko."
"Il y a dans cette photo unique quelque chose de froid, presque austère, qui évoque l'empire, mélange de camp militaire, de pelouse anglaise et de puissance naturelle que je n'ai retrouvé, longtemps après, que dans la zone du canal de Panama.","Benn nataal boobu mel ni doom-aadama bu fuññaaral, téye boppam, di biral ni nit ku weex tegee loxo ci Afrig, dem sax bay jéem a jox Afrig xar-kanamu Tugal. Yëg-yëg yu ni mel, benn yoon lañ ma mas a ganesiwaat, te ca diiwaanu Kanaalu Panamaa la woon."
"C'est ici, dans ce décor, que j'ai vécu les moments de ma vie sauvage, libre, presque dangereuse.","Fii laa dunde dundug njaay-àll, moom sama bopp ba léeg-léeg sax mu mënoon maa gaañ."
"Une liberté de mouvement, de pensée et d'émotion que je n'ai plus jamais connue ensuite.","Ni may xalaate ni lu ma neexaan def, fu ma neexaan dem, ñàkkul muy lu may janeer, daanaka."
"Les souvenirs trompent, sans doute. Cette vie de liberté totale, je l'aurai sans doute rêvée plutôt que vécue.","Nit ki, pàttalikoom dina koy faral di nax, muy nettali yoo xam ni ci xelam doŋŋ la juddoo."
"Entre la tristesse du sud de la France pendant la guerre et la tristesse de la fin de mon enfance dans la Nice des années cinquante, rejeté de mes camarades de classe du fait de mon étrangeté, obsédé par l'autorité excessive de mon père, en butte à la très grande vulgarité des années lycée, des années scoutisme, puis pendant l'adolescence la menace d'avoir à partir faire la guerre pour maintenir les privilèges de la dernière société coloniale.","Du lu war a jaaxal kenn. Su dee loolu la, maa yey. Ana fu gën a géey bëj-saalumu Tugal ci jamonoy xare bi ? Niis gi nu dëkk it, ci xaaju xarnu bi, amul dara lu ma fa neex. Ragal Baay a ma taxoon a téye sama bopp ca Niis, samay moroom ca liise daan ma noggatu ndax li ma wute woon ak ñoom. At yooyu ma def liise, su ma yaboo ni ñoo ma gën a soof ci sama àddina. Ñooy it at ya ma tollo ci nekk « eskut ». Moo doon it jamono ja ma ragalee lool nguur gi solal ma soldaar, jox ma fetal ma war a dem xareel ko. Xareel ko ngir lan ? Xanaa ngir nun Tubaab yi nuy wéy di teg loxo ci Afrig, di aakimu alalam."
"Alors les jours d'Ogoja étaient devenus mon trésor, le passé lumineux que je ne pouvais pas perdre.","Tugal soof ma. Ogosaa jommal ma, daanaka am ci man solo ba mu jéggi dayo."
"Je me souvenais de l'éclat sur la terre rouge, le soleil qui fissurait les routes, la course pieds nus à travers la savane jusqu'aux forteresses des termitières, la montée de l'orage le soir, les nuits bruyantes, criantes, notre chatte qui faisait l'amour avec les tigrillos sur le toit de tôle, la torpeur qui suivait la fièvre, à l'aube, dans le froid qui entrait sous le rideau de la moustiquaire. Toute cette chaleur, cette brûlure, ce frisson.","May fàttaliku nag ray-rayu suuf su xonq si. Tali yi jant bi xarat. Ni nu daan rawantee tànki neen, di xuus ci àll bi, dem ba jub tatay max yi. Te ngoon su ne, ngëlén li dellusi, guddi yi xumb be, fo tollu di dégg i yuux ak sunu muus mu jigéen miy jooteek siiru yi ci kow kër gi. Ak itam sibbiru. Mu daaneel la, nga ni mbàppaaral, su njël jotee ngelaw li yëkkati sanke bi, sedd bi ne cabax ci néeg bi, fekksi la fi nga tëdd, dugg ba ci sa biir yax."
"Devant la maison d'Ogoja, passé la limite du jardin (plutôt un mur de broussailles qu'une haie taillée au cordeau), commençait la grande plaine d'herbes qui s'étendait jusqu'à la rivière Aiya.","Boo weesuwaan tóokër ba, sànni say bët fu sori, danga daan séen ñax mi tëdd, defug joor gu yaatu, wuti dexug Ayaa."
La mémoire d'un enfant exagère les distances et les hauteurs.,"Gone, su demee bay natt dayo mbaa guddaay, du xam bu ca yem."
J'ai l'impression que cette plaine était aussi vaste qu'une mer.,"Moo tax tey, mu ngi mel ni joor googu ak géej ñoo tolloo woon ci man."
"Au bord du socle en ciment qui servait de trottoir à la case, je suis resté des heures, le regard perdu dans cette immensité, suivant les vagues du vent sur les herbes, m'arrêtant de loin en loin sur les petites trombes poussiéreuses qui dansaient au-dessus de la terre sèche, scrutant les taches d'ombre au pied des irokos.","Daan naa toog ay waxtu ci dalu simoŋ bi, ni jàkk dénd wu yaatu woowa walla ni ngelaw liy ëfe ñax mi, muy dem ak a dikk niy ginnax. May gis léeg-léeg ay callweeri pënd ñuy gàkkal taatu garabi iróko yi."
"J'étais vraiment sur le pont d'un bateau. Le bateau, c'était la case, non seulement les murs de parpaing et le toit de tôle, mais tout ce qui portait la trace de l'empire britannique – à la manière du navire George Shotton dont j'avais entendu parler, ce vapeur cuirassé et armé en canonnière, surmonté d'un toit de feuilles, sur lequel les Anglais avaient installé les bureaux du consulat et qui remontait le Niger et le Bénoué au temps de lord Lugard.","Ku ma laajoon fan laa nekk, ma ni la : « Man ? Xanaa ci boppub gaal, tey joow, ànd ceek fulla, ànd ceek faayda ju mat sëkk ! » Gaal gi nag, du woon dara fu dul sunu néegu-ñax ba. Waaye xottu néegu-ñax taxumaa wax. Déedéet. Lépp la daan dekkali ci xel yi, lu mu tuuti-tuuti ; dooley Àngalteer, rawati-na ci Afrig sowu-jant, a may tax di wax. Mënoon naa koo tudde Sors Sotoŋ, saxaaru-géej gu fi siiwoon te daan xuus ak i kënoom cay dexi Niseer ak Bénuwe, ca jamonoy Lord Lugaar. Ca kowam sax la Àngale yi tegoon seeni biroy Koňsilaa."
"J'étais seulement un enfant, la puissance de l'empire m'indifférait assez.","Waaye xale bu ndaw laa booba, dooley Àngalteer xaajumaa teree nelaw."
"Mais mon père en pratiquait la règle, comme si elle seule donnait un sens à sa vie.","Dafa fekk rekk ni Baay moom kàddu gu mu yëkkati suba ba ngoon, lépp lu mu def, foofu la ko wékk."
"Il croyait à la discipline, dans chaque geste de chaque jour : se lever tôt, faire aussitôt son lit, se laver à l'eau froide dans le bac de zinc, dont il fallait garder l'eau savonneuse pour mettre à tremper chaussettes et caleçons.","Li mu gëm, yar nu ci, moo di na nit ki bañ a fowe boppam, di sàmm fu mu ne kàddoom, léppam daal jaar ci yoon. Te ci gis-gisam, yii may limsi amoon nañ lool solo : teel a yeewu, defar sa lal ci saa si, sangoo ndox mu sedd ba noppi xooj say kawas ak say tubayi njiitlaay ci mbalkam seng mi."
"Les leçons avec ma mère chaque matin, orthographe, anglais, arithmétique. La prière chaque soir, et le couvre-feu à neuf heures.","Mën naa cee yokk njàngal ma nu sama yaay daan jàngal suba su nekk ; guddi, bu juróom-ñeenti waxtu jotee, nu julli, gërëm Yéesu Kiris dem tëri."
"Rien de commun avec l'éducation à la française, les jeux du mouchoir et les trappe-trappe, les repas joyeux où tout le monde parle à la fois, et pour finir les douces chantefables que racontait ma grand-mère, les rêveries dans son lit en écoutant grincer la girouette, et la lecture des aventures d'une pie voyageuse au-dessus de la campagne normande, dans le livre La joie de lire.","Aka wute woon ak nañ nu daan yare ca Tugal ! Tugal nga xam ni la fa ëppoon solo moo doon di fo, di caxante, di ree, su reer jotee nu wër taabal jiy lekk di waxtaan, ku gën a dijj sa moroom ŋaam nga ne kii la. Te sun fa jógewaan, sama maam ju jigéen daan nu léebal ak a woyal. Man nag, su may wéet sama kow lal, ay janeer di ma dikkal, may dégg karkàndal biy riir. Daan naa yéemu it ci téere bu tudd La joie de Lire – mbégtem njàng – daan nettali mbirum picc ma sawaroon lool ci jaabante ci kow asamaanu Normàndi."
"En partant pour l'Afrique, nous avions changé de monde.","Afrig danu fa tàbbi, daanaka, ci àddina su bees tàq."
"La compensation à la discipline du matin et du soir, c'était la liberté des jours.",Baay di nu jéem a awloo yoon waaye teewul nu yëg ni nu moomee sunu bopp.
"La plaine d'herbes devant la case, c'était immense, dangereux et attirant comme la mer.","Ñax mi muur joor gi dafa bare ba may fàttali géej, xóot te raglu ni moom."
Je n'avais jamais imaginé goûter à une telle indépendance.,Masuma woon a xalaat ne dinaa dund ba bés ñëw ma moome ni sama bopp.
"La plaine était là, devant mes yeux, prête à me recevoir.","Joor gaa ngi woon ci sama kanam, yaatu ba dee, tàllal may loxoom, di ma waaj a dalal."
"Je ne me souviens pas du jour où nous nous sommes aventurés, mon frère et moi, pour la première fois dans la savane.","Fàttalikuwuma bés bi ňu njëkkee sàcc dugg ci biir àll bi, maak sama mag ju góor."
"Peut-être à l'instigation des enfants du village, la bande un peu hétéroclite qui comportait des tout-petits tout nus avec un gros ventre et des presque adolescents de douze, treize ans, vêtus comme nous d'un short kaki et d'une chemise, et qui nous avaient appris à ôter chaussures et chaussettes de laine pour courir pieds nus dans les herbes.","Ñàkkul ne goney Ogosaa sooke woon mbir mi, nu topp ci. Sunu gàngóor ga raxe lool, sax : ñii diy gone yu tuutee-tuuti def tànki neen ak seen biir yu réy, ñi ci des diy xaleeli góor yu soreetul fukki at ak ñett, sol ni nun ay tubay yu kakeek simis. Ñoo nu daan jàngal ni nuy summee sunuy dàll ngir mën a daw ci ñax mi."
"Ceux que je vois sur quelques photos de l'époque, autour de nous, très noirs, dégingandés, certainement moqueurs et combatifs, mais qui nous avaient acceptés malgré nos différences.","Léeg-léeg ma gisaat leen ciy nataal, ñu ñuul kukk, àgg ca kow, njaxlaf, am fit, mën a xeex te boole nu ci seen bopp, fàtte sunu weexaay."
C'était probablement interdit.,Su nu Baay jàppoon keroog du baax ci nun.
"Mon père étant absent tout le jour, jusqu'à la nuit, nous avons dû comprendre que l'interdiction ne pouvait qu'être relative.","Waaye ginnaaw da daan gudde ñibbisi ci kër gi, danu jàpp ni tere bi taxu koo am solo."
Ma mère était douce.,"Sama yaay, moom, ku sedd la, noppal nu."
"Sans doute était-elle occupée à d'autres choses, à lire ou à écrire, à l'intérieur de la maison pour échapper à la chaleur de l'après-midi.","Ñàkkul sax mu ne ci leneen bés boobu, di jàng mbaa muy bind, ngir daw tàngaayu ngoon gi."
"Elle s'était faite africaine, à sa mesure, j'imagine qu'elle devait croire qu'il n'y avait pas d'endroit plus sûr au monde pour deux garçons de notre âge.","Dafa mujje gise boppam ni doomu Afrig, dem bay xalaat ni àll bee gën a wóor ci nun fépp fu mu mënti doon."
Faisait-il chaud vraiment ?,"Tàngaay bi may wax, ndax sonaloon na nu dëggëntaan ?"
Je n'en ai aucun souvenir.,Loolu génn na ci sama xel.
"Je me souviens du froid de l'hiver, à Nice, ou à Roquebillière, je ressens encore l'air glacé qui soufflait dans les ruelles, un froid de glace et de neige, malgré nos guêtres et nos gilets en peau de mouton.","Liw bu mettee-metti ba ma daan dugg ba nu dëkkee Niis walla Rokkëbiyeer, maa ngi koy fàttaliku bu baax. Ma nekk xale, sol ay yére yu diis, wànte teewul ngelaw lu sedd guyy di ma bëgg a rey."
Mais je ne me rappelle pas avoir eu chaud à Ogoja.,"Waaye Ogosaa, saa yu fa suma xel delloo, du tàngaay baa tax."
"Quand elle nous voyait sortir, ma mère nous obligeait à mettre nos casques Cawnpore – en réalité des chapeaux de paille qu'elle nous avait achetés avant notre départ dans un magasin de la vieille ville de Nice.",Dunu génn kër gi te sama yaay newu nu solleen seen kask Kaawanpoor – du woon dara sax lu dul mbaxane ňax yaň ňu jëndaloon ca Niis.
